type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-07 10:31:22,51.85717905,6.03267794,3,59.000,,4.600,37,15,24,,
T,2019-04-07 10:31:23,51.85721901,6.03271139,3,59.000,,4.605,37,15,24,,
T,2019-04-07 10:31:24,51.85725667,6.03275072,3,59.000,,4.660,36,15,24,,
T,2019-04-07 10:31:25,51.85729161,6.03278718,3,59.000,,4.590,38,15,24,,
T,2019-04-07 10:31:26,51.85732411,6.03282469,3,59.000,,4.600,38,15,24,,
T,2019-04-07 10:31:27,51.85735658,6.03286614,3,59.000,,4.604,38,15,24,,
T,2019-04-07 10:31:28,51.85738382,6.03290910,3,59.000,,4.471,41,14,24,,
T,2019-04-07 10:31:29,51.85741989,6.03294698,3,59.000,,4.530,38,14,24,,
T,2019-04-07 10:31:30,51.85745432,6.03298593,3,59.000,,4.480,39,14,24,,
T,2019-04-07 10:31:31,51.85749154,6.03302264,3,58.000,,4.601,36,14,24,,
T,2019-04-07 10:31:32,51.85752847,6.03306376,3,58.000,,4.605,39,15,24,,
T,2019-04-07 10:31:33,51.85756610,6.03309624,3,58.000,,4.611,35,15,24,,
T,2019-04-07 10:31:34,51.85760552,6.03313378,3,57.000,,4.158,36,15,24,,
T,2019-04-07 10:31:35,51.85763717,6.03317581,3,57.000,,4.540,48,15,24,,
T,2019-04-07 10:31:36,51.85768135,6.03321735,3,58.000,,4.741,37,15,23,,
T,2019-04-07 10:31:37,51.85771507,6.03325553,3,58.000,,4.610,36,15,23,,
T,2019-04-07 10:31:38,51.85774828,6.03329186,3,58.000,,4.661,35,15,23,,
T,2019-04-07 10:31:39,51.85778985,6.03332722,3,58.000,,4.900,34,15,22,,
T,2019-04-07 10:31:40,51.85781932,6.03337260,3,58.000,,4.800,39,15,22,,
T,2019-04-07 10:31:41,51.85786487,6.03340010,3,58.000,,4.867,34,15,22,,
T,2019-04-07 10:31:42,51.85790293,6.03343736,4,58.000,,4.871,34,15,22,,
T,2019-04-07 10:31:43,51.85794026,6.03347750,4,58.000,,4.960,33,14,22,,
T,2019-04-07 10:31:44,51.85796908,6.03352169,4,58.000,,4.820,37,15,22,,
T,2019-04-07 10:31:45,51.85800856,6.03356379,4,58.000,,4.750,37,15,22,,
T,2019-04-07 10:31:46,51.85804099,6.03360398,3,57.000,,4.730,34,15,22,,
T,2019-04-07 10:31:47,51.85807403,6.03364209,3,57.000,,4.710,32,15,22,,
T,2019-04-07 10:31:48,51.85810684,6.03368173,3,57.000,,4.620,35,15,22,,
T,2019-04-07 10:31:49,51.85814025,6.03371922,3,57.000,,4.870,33,14,22,,
T,2019-04-07 10:31:50,51.85817889,6.03375718,3,58.000,,4.920,33,15,22,,
T,2019-04-07 10:31:51,51.85822637,6.03379263,3,58.000,,5.021,34,14,22,,
T,2019-04-07 10:31:52,51.85826713,6.03382757,3,59.000,,5.010,29,14,22,,
T,2019-04-07 10:31:53,51.85830374,6.03386934,3,59.000,,5.021,32,14,22,,
T,2019-04-07 10:31:54,51.85833717,6.03391240,3,59.000,,5.022,38,14,22,,
T,2019-04-07 10:31:55,51.85837027,6.03394903,3,59.000,,4.970,34,14,22,,
T,2019-04-07 10:31:56,51.85840589,6.03398828,3,58.000,,4.850,34,14,22,,
T,2019-04-07 10:31:57,51.85844052,6.03403227,3,58.000,,4.830,34,14,22,,
T,2019-04-07 10:31:58,51.85847353,6.03407516,3,58.000,,4.810,39,14,22,,
T,2019-04-07 10:31:59,51.85850861,6.03410887,3,57.000,,4.880,33,15,22,,
T,2019-04-07 10:32:00,51.85854467,6.03414840,3,58.000,,4.910,35,15,22,,
T,2019-04-07 10:32:01,51.85858227,6.03419172,3,58.000,,5.048,33,15,22,,
T,2019-04-07 10:32:02,51.85861660,6.03424022,3,58.000,,4.900,35,15,22,,
T,2019-04-07 10:32:03,51.85865254,6.03427903,3,58.000,,4.840,35,15,22,,
T,2019-04-07 10:32:04,51.85868710,6.03432130,3,58.000,,4.841,36,15,22,,
T,2019-04-07 10:32:05,51.85872135,6.03436372,3,58.000,,4.830,37,15,22,,
T,2019-04-07 10:32:06,51.85876222,6.03440066,3,59.000,,4.860,33,15,22,,
T,2019-04-07 10:32:07,51.85880278,6.03443454,3,59.000,,4.940,33,15,22,,
T,2019-04-07 10:32:08,51.85883937,6.03447744,3,58.000,,5.030,35,15,22,,
T,2019-04-07 10:32:09,51.85888017,6.03451455,3,58.000,,5.100,35,15,22,,
T,2019-04-07 10:32:10,51.85891696,6.03455165,3,58.000,,5.130,32,15,22,,
T,2019-04-07 10:32:11,51.85894782,6.03459253,3,57.000,,5.040,34,15,22,,
T,2019-04-07 10:32:12,51.85898523,6.03463412,3,57.000,,5.060,34,15,22,,
T,2019-04-07 10:32:13,51.85901741,6.03467698,3,56.000,,5.010,36,15,22,,
T,2019-04-07 10:32:14,51.85905709,6.03471652,3,57.000,,5.021,33,15,22,,
T,2019-04-07 10:32:15,51.85909796,6.03475186,3,57.000,,4.920,32,15,22,,
T,2019-04-07 10:32:16,51.85913344,6.03479317,3,56.000,,4.880,33,15,22,,
T,2019-04-07 10:32:17,51.85916805,6.03483330,3,56.000,,4.790,34,15,22,,
T,2019-04-07 10:32:18,51.85920292,6.03486881,3,56.000,,4.840,31,15,22,,
T,2019-04-07 10:32:19,51.85923987,6.03490993,3,56.000,,4.830,33,15,22,,
T,2019-04-07 10:32:20,51.85927122,6.03494245,3,56.000,,4.730,32,15,22,,
T,2019-04-07 10:32:21,51.85930661,6.03497799,3,56.000,,4.749,32,15,22,,
T,2019-04-07 10:32:22,51.85934412,6.03501174,3,56.000,,4.730,30,15,22,,
T,2019-04-07 10:32:23,51.85938190,6.03504932,3,56.000,,4.751,31,15,22,,
T,2019-04-07 10:32:24,51.85941888,6.03509052,3,56.000,,4.912,32,15,22,,
T,2019-04-07 10:32:25,51.85945397,6.03512097,3,56.000,,4.980,31,15,22,,
T,2019-04-07 10:32:26,51.85949880,6.03514996,3,56.000,,5.060,23,15,22,,
T,2019-04-07 10:32:27,51.85954319,6.03517375,3,56.000,,5.083,25,15,22,,
T,2019-04-07 10:32:28,51.85958407,6.03521065,3,56.000,,4.960,27,15,22,,
T,2019-04-07 10:32:29,51.85962385,6.03524571,3,56.000,,4.840,29,15,22,,
T,2019-04-07 10:32:30,51.85966579,6.03527955,3,56.000,,4.881,30,15,22,,
T,2019-04-07 10:32:31,51.85970846,6.03530833,3,57.000,,4.942,26,15,22,,
T,2019-04-07 10:32:32,51.85974855,6.03533822,3,57.000,,4.890,27,15,22,,
T,2019-04-07 10:32:33,51.85978902,6.03536748,3,56.000,,4.880,27,15,22,,
T,2019-04-07 10:32:34,51.85982546,6.03540160,3,56.000,,4.850,25,15,22,,
T,2019-04-07 10:32:35,51.85986574,6.03542976,3,56.000,,4.750,25,15,22,,
T,2019-04-07 10:32:36,51.85990796,6.03545422,3,56.000,,4.850,23,15,22,,
T,2019-04-07 10:32:37,51.85994861,6.03548932,3,57.000,,4.780,27,15,22,,
T,2019-04-07 10:32:38,51.85999409,6.03551773,3,57.000,,4.956,22,15,22,,
T,2019-04-07 10:32:39,51.86003713,6.03554357,3,58.000,,4.910,23,15,22,,
T,2019-04-07 10:32:40,51.86008049,6.03557132,3,57.000,,4.940,23,15,22,,
T,2019-04-07 10:32:41,51.86012519,6.03559352,3,57.000,,4.961,22,15,22,,
T,2019-04-07 10:32:42,51.86016460,6.03562045,3,57.000,,4.930,22,15,22,,
T,2019-04-07 10:32:43,51.86020552,6.03564569,3,57.000,,5.020,22,15,22,,
T,2019-04-07 10:32:44,51.86024699,6.03567564,3,57.000,,4.942,24,15,22,,
T,2019-04-07 10:32:45,51.86028900,6.03570202,3,57.000,,4.960,21,15,22,,
T,2019-04-07 10:32:46,51.86032902,6.03572371,3,57.000,,4.920,20,15,22,,
T,2019-04-07 10:32:47,51.86037221,6.03574792,3,57.000,,4.880,19,15,22,,
T,2019-04-07 10:32:48,51.86041294,6.03577195,3,56.000,,4.840,18,15,22,,
T,2019-04-07 10:32:49,51.86045647,6.03579693,3,56.000,,4.890,20,14,22,,
T,2019-04-07 10:32:50,51.86049728,6.03582006,3,57.000,,4.850,20,14,22,,
T,2019-04-07 10:32:51,51.86053640,6.03583982,3,57.000,,4.870,18,15,22,,
T,2019-04-07 10:32:52,51.86057535,6.03586218,3,56.000,,4.890,19,15,22,,
T,2019-04-07 10:32:53,51.86061651,6.03588394,3,57.000,,4.860,19,15,22,,
T,2019-04-07 10:32:54,51.86065678,6.03590925,3,57.000,,4.996,15,15,22,,
T,2019-04-07 10:32:55,51.86069470,6.03592533,3,56.000,,4.820,16,15,22,,
T,2019-04-07 10:32:56,51.86073598,6.03594355,3,56.000,,4.721,14,15,22,,
T,2019-04-07 10:32:57,51.86077693,6.03595842,3,56.000,,4.730,15,14,22,,
T,2019-04-07 10:32:58,51.86081737,6.03598214,3,56.000,,4.590,21,15,22,,
T,2019-04-07 10:32:59,51.86085812,6.03600594,3,56.000,,4.500,20,15,22,,
T,2019-04-07 10:33:00,51.86089832,6.03602473,3,56.000,,4.300,19,14,22,,
T,2019-04-07 10:33:01,51.86092576,6.03605503,3,56.000,,4.160,30,14,22,,
T,2019-04-07 10:33:02,51.86093622,6.03611631,3,56.000,,4.201,65,15,22,,
T,2019-04-07 10:33:03,51.86093741,6.03618237,3,56.000,,4.423,87,15,22,,
T,2019-04-07 10:33:04,51.86093701,6.03625206,3,55.000,,4.602,91,15,23,,
T,2019-04-07 10:33:05,51.86094339,6.03631684,3,55.000,,4.640,86,15,23,,
T,2019-04-07 10:33:06,51.86094726,6.03638010,3,55.000,,4.464,85,15,23,,
T,2019-04-07 10:33:07,51.86094844,6.03644558,3,55.000,,4.343,88,15,23,,
T,2019-04-07 10:33:08,51.86095112,6.03650988,3,55.000,,4.401,87,15,23,,
T,2019-04-07 10:33:09,51.86095483,6.03656989,3,55.000,,4.400,86,15,23,,
T,2019-04-07 10:33:10,51.86095767,6.03663291,3,56.000,,4.430,88,15,23,,
T,2019-04-07 10:33:11,51.86096097,6.03669575,3,56.000,,4.290,88,15,23,,
T,2019-04-07 10:33:12,51.86096160,6.03675670,3,56.000,,4.330,88,15,23,,
T,2019-04-07 10:33:13,51.86095955,6.03684376,3,55.000,,4.620,92,15,23,,
T,2019-04-07 10:33:14,51.86095256,6.03690859,3,55.000,,4.551,97,15,24,,
T,2019-04-07 10:33:15,51.86095492,6.03698840,3,55.000,,4.510,91,15,24,,
T,2019-04-07 10:33:16,51.86095675,6.03705669,3,55.000,,4.570,91,15,24,,
T,2019-04-07 10:33:17,51.86095668,6.03710772,3,54.000,,3.910,94,15,24,,
T,2019-04-07 10:33:18,51.86093599,6.03717500,3,55.000,,4.471,109,15,24,,
T,2019-04-07 10:33:19,51.86093913,6.03722478,3,55.000,,3.971,95,15,24,,
T,2019-04-07 10:33:20,51.86094522,6.03730531,3,55.000,,4.750,84,15,24,,
T,2019-04-07 10:33:21,51.86095103,6.03736840,3,55.000,,4.381,82,15,24,,
T,2019-04-07 10:33:22,51.86095986,6.03746832,3,55.000,,5.383,83,15,24,,
T,2019-04-07 10:33:23,51.86097484,6.03752857,3,56.000,,4.622,79,15,24,,
T,2019-04-07 10:33:24,51.86098370,6.03759507,3,55.000,,4.340,82,15,24,,
T,2019-04-07 10:33:25,51.86098628,6.03765900,3,56.000,,4.222,83,15,24,,
T,2019-04-07 10:33:26,51.86098544,6.03773188,3,57.000,,4.382,81,15,24,,
T,2019-04-07 10:33:27,51.86099119,6.03779294,3,57.000,,4.254,82,15,24,,
T,2019-04-07 10:33:28,51.86099346,6.03786376,3,56.000,,4.182,85,15,24,,
T,2019-04-07 10:33:29,51.86099372,6.03792583,3,55.000,,3.433,84,15,24,,
T,2019-04-07 10:33:30,51.86099335,6.03796715,3,54.000,,2.571,88,14,24,,
T,2019-04-07 10:33:31,51.86098583,6.03800455,3,54.000,,2.745,102,15,24,,
T,2019-04-07 10:33:32,51.86097241,6.03804540,3,53.000,,3.199,118,15,24,,
T,2019-04-07 10:33:33,51.86094582,6.03808207,3,53.000,,3.619,135,15,24,,
T,2019-04-07 10:33:34,51.86091186,6.03811669,3,53.000,,4.205,145,15,24,,
T,2019-04-07 10:33:35,51.86087599,6.03815602,3,53.000,,4.440,147,15,24,,
T,2019-04-07 10:33:36,51.86084386,6.03818942,3,52.000,,4.400,143,15,24,,
T,2019-04-07 10:33:37,51.86081685,6.03823167,3,52.000,,4.081,135,15,24,,
T,2019-04-07 10:33:38,51.86079207,6.03827324,3,52.000,,3.670,132,15,24,,
T,2019-04-07 10:33:39,51.86077551,6.03833696,3,52.000,,4.294,118,15,24,,
T,2019-04-07 10:33:40,51.86076262,6.03838847,3,52.000,,3.460,114,15,24,,
T,2019-04-07 10:33:41,51.86075743,6.03845668,3,53.000,,4.080,98,14,24,,
T,2019-04-07 10:33:42,51.86074740,6.03851761,3,54.000,,3.940,100,14,24,,
T,2019-04-07 10:33:43,51.86074910,6.03860151,3,53.000,,4.162,83,14,24,,
T,2019-04-07 10:33:44,51.86074069,6.03867238,3,54.000,,3.961,86,15,24,,
T,2019-04-07 10:33:45,51.86073916,6.03873731,3,56.000,,3.952,85,15,24,,
T,2019-04-07 10:33:46,51.86074220,6.03878555,3,56.000,,2.628,87,15,24,,
T,2019-04-07 10:33:47,51.86074539,6.03882741,3,56.000,,2.531,79,15,24,,
T,2019-04-07 10:33:48,51.86075722,6.03889993,3,56.000,,3.869,73,14,24,,
T,2019-04-07 10:33:49,51.86076157,6.03895772,3,56.000,,3.773,76,14,24,,
T,2019-04-07 10:33:50,51.86077200,6.03902534,3,56.000,,3.883,71,14,24,,
T,2019-04-07 10:33:51,51.86080171,6.03907705,3,57.000,,4.403,52,14,24,,
T,2019-04-07 10:33:52,51.86082324,6.03913877,3,56.000,,4.361,55,14,24,,
T,2019-04-07 10:33:53,51.86083767,6.03919320,3,56.000,,3.847,69,14,24,,
T,2019-04-07 10:33:54,51.86085043,6.03925369,3,57.000,,4.120,72,15,24,,
T,2019-04-07 10:33:55,51.86084370,6.03930572,3,57.000,,3.840,89,15,24,,
T,2019-04-07 10:33:56,51.86084235,6.03935605,3,57.000,,3.490,82,15,24,,
T,2019-04-07 10:33:57,51.86085539,6.03941900,3,57.000,,4.073,78,15,24,,
T,2019-04-07 10:33:58,51.86086501,6.03948029,3,57.000,,4.140,71,15,24,,
T,2019-04-07 10:33:59,51.86087694,6.03953566,3,57.000,,3.863,68,15,24,,
T,2019-04-07 10:34:00,51.86088632,6.03958175,3,57.000,,3.811,71,15,24,,
T,2019-04-07 10:34:01,51.86089296,6.03963243,3,57.000,,3.710,77,15,24,,
T,2019-04-07 10:34:02,51.86089606,6.03969013,3,57.000,,3.660,83,14,24,,
T,2019-04-07 10:34:03,51.86089664,6.03973254,3,56.000,,3.352,85,14,24,,
T,2019-04-07 10:34:04,51.86089899,6.03977796,3,56.000,,3.120,89,14,24,,
T,2019-04-07 10:34:05,51.86089945,6.03983474,3,56.000,,3.342,96,14,24,,
T,2019-04-07 10:34:06,51.86088669,6.03987557,3,57.000,,2.910,131,15,24,,
T,2019-04-07 10:34:07,51.86086443,6.03988916,3,56.000,,2.883,149,15,24,,
T,2019-04-07 10:34:08,51.86084325,6.03991058,3,56.000,,2.700,144,15,24,,
T,2019-04-07 10:34:09,51.86080337,6.03993638,3,57.000,,3.745,156,15,24,,
T,2019-04-07 10:34:10,51.86077171,6.03995379,3,57.000,,3.594,162,15,24,,
T,2019-04-07 10:34:11,51.86074027,6.03995738,3,57.000,,3.614,169,15,24,,
T,2019-04-07 10:34:12,51.86070754,6.03997164,3,58.000,,3.617,164,15,24,,
T,2019-04-07 10:34:13,51.86067793,6.03998984,3,58.000,,3.305,165,15,24,,
T,2019-04-07 10:34:14,51.86064875,6.04000001,3,59.000,,3.461,170,15,23,,
T,2019-04-07 10:34:15,51.86062122,6.04000750,3,59.000,,3.281,174,15,23,,
T,2019-04-07 10:34:16,51.86058850,6.03998506,3,60.000,,3.637,195,15,23,,
T,2019-04-07 10:34:17,51.86057709,6.03993786,3,60.000,,3.072,230,15,23,,
T,2019-04-07 10:34:18,51.86055946,6.03991455,3,61.000,,2.691,231,15,23,,
T,2019-04-07 10:34:19,51.86056761,6.03989186,3,60.000,,1.402,232,15,23,,
T,2019-04-07 10:34:20,51.86057337,6.03989767,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:21,51.86057566,6.03989647,3,59.000,,0.000,,15,23,,
T,2019-04-07 10:34:22,51.86057432,6.03989960,3,59.000,,0.000,,15,23,,
T,2019-04-07 10:34:23,51.86057523,6.03990196,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:24,51.86057621,6.03990523,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:25,51.86057347,6.03990562,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:26,51.86057137,6.03990227,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:27,51.86057126,6.03990135,3,59.000,,0.000,,15,23,,
T,2019-04-07 10:34:28,51.86057364,6.03989931,3,59.000,,0.000,,14,23,,
T,2019-04-07 10:34:29,51.86057500,6.03991659,3,59.000,,0.321,233,15,23,,
T,2019-04-07 10:34:30,51.86057839,6.03991529,3,59.000,,0.000,,15,23,,
T,2019-04-07 10:34:31,51.86057889,6.03991587,3,59.000,,0.000,,14,23,,
T,2019-04-07 10:34:32,51.86058027,6.03991542,3,60.000,,0.000,,14,23,,
T,2019-04-07 10:34:33,51.86058428,6.03991520,3,61.000,,0.000,,14,23,,
T,2019-04-07 10:34:34,51.86058477,6.03991612,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:35,51.86058357,6.03990800,3,60.000,,0.389,233,15,23,,
T,2019-04-07 10:34:36,51.86058233,6.03990730,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:37,51.86057832,6.03990898,3,60.000,,0.000,,15,23,,
T,2019-04-07 10:34:38,51.86058020,6.03990963,3,60.000,,0.000,,15,23,,
